Class,Accession,Pangolin,Collection_Date,Nuc_Completeness,Host,Length,PangoVersions
3,MZ970755.1,B.1.351,2021-03-28,complete,Homo sapiens,29764,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,OM765441.1,B.1.351,2021-05-12,complete,Homo sapiens,29796,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,MZ054818.1,B.1.351,2021-04,complete,Homo sapiens,29778,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,MZ062216.1,B.1.351,2021-03-23,complete,Homo sapiens,29785,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,OK187818.1,B.1.351,2021-06-16,complete,Homo sapiens,29778,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,OR306571.1,B.1.351,2021-01-02,complete,Homo sapiens,29847,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,OX761991.1,B.1.351,2020,complete,Homo sapiens,29903,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,OD941620.1,B.1.351,2021-01-13,complete,Homo sapiens,29885,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,PP520054.1,B.1.351,2021-05-12,complete,Homo sapiens,29796,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,OD967146.1,B.1.351,2021-01-28,complete,Homo sapiens,29885,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,ON279179.1,B.1.351,2021-03-26,complete,Homo sapiens,29684,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,MW908243.1,B.1.351,2021-03-15,complete,Homo sapiens,29818,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,MZ244934.1,B.1.351,2021-05-11,complete,Homo sapiens,29855,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,OY010430.1,B.1.351,2020,complete,Homo sapiens,29893,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,OM739271.1,B.1.351,2020-12-02,complete,Homo sapiens,29769,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,ON078383.1,B.1.351,2021-01-15,complete,Homo sapiens,29767,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,MZ619438.1,B.1.351,2021-02-26,complete,Homo sapiens,29821,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,OM062530.1,B.1.351,2021-05-06,complete,Homo sapiens,29764,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,MW809047.1,B.1.351,2021-03-08,complete,Homo sapiens,29827,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,MZ970741.1,B.1.351,2021-04-05,complete,Homo sapiens,29768,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,MZ447074.1,B.1.351,2021-05-14,complete,Homo sapiens,29862,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,OP053567.1,B.1.351,2021-05-17,complete,Homo sapiens,29767,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,OX567626.2,B.1.351,2021-01-05,complete,Homo sapiens,29885,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,OX677789.1,B.1.351,2021-05-05,complete,Homo sapiens,29883,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,MZ001587.1,B.1.351,2021-03-29,complete,Homo sapiens,29695,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,OP053531.1,B.1.351,2021-06-01,complete,Homo sapiens,29758,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,OY858149.1,B.1.351,2021-02-10,complete,Homo sapiens,29885,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,MZ164548.2,B.1.351,2021-04-17,complete,Homo sapiens,29785,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,PP519194.1,B.1.351,2020-11-02,complete,Homo sapiens,29890,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,ON192370.1,B.1.351,2021-03-30,complete,Homo sapiens,29697,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,MZ281742.1,B.1.351,2021-05-06,complete,Homo sapiens,29869,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,OD950234.1,B.1.351,2021-01-19,complete,Homo sapiens,29885,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,OB998165.1,B.1.351,2021-03-23,complete,Homo sapiens,29885,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,OD964855.1,B.1.351,2021-01-29,complete,Homo sapiens,29875,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,MZ451885.1,B.1.351,2021-05-29,complete,Homo sapiens,29810,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,OY305740.1,B.1.351,2021-03-25,complete,Homo sapiens,29893,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,MZ164747.1,B.1.351,2021-03-27,complete,Homo sapiens,29831,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,MW981442.1,B.1.351,2020-11-16,complete,Homo sapiens,29848,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,OK191988.1,B.1.351,2021-03-28,complete,Homo sapiens,29812,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,MZ684604.1,B.1.351,2021-04-30,complete,Homo sapiens,29803,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,OY373844.1,B.1.351,2021-01-26,complete,Homo sapiens,29885,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,OD970635.1,B.1.351,2021-02-04,complete,Homo sapiens,29885,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,OY921434.1,B.1.351,2021-05-14,complete,Homo sapiens,29885,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,MZ291435.1,B.1.351,2021-04-30,complete,Homo sapiens,29838,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
3,OQ341960.1,B.1.351,2021-01-12,complete,Homo sapiens,29758,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,PQ967276.1,B.1.427,2021-05-11,complete,Homo sapiens,29771,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW808430.1,B.1.427,2021-03-07,complete,Homo sapiens,29872,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OP143274.1,B.1.427,2021-01-05,complete,Homo sapiens,29825,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW780427.1,B.1.427,2021-02-22,complete,Homo sapiens,29736,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW697008.1,B.1.427,2021-02-16,complete,Homo sapiens,29782,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ358629.1,B.1.427,2021-05-15,complete,Homo sapiens,29868,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW966518.1,B.1.427,2021-03-14,complete,Homo sapiens,29901,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OM432620.1,B.1.427,2021-09-14,complete,Homo sapiens,29800,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ008661.1,B.1.427,2021-03-01,complete,Homo sapiens,29819,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ635963.1,B.1.427,2021-01-23,complete,Homo sapiens,29903,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW967002.1,B.1.427,2021-03-18,complete,Homo sapiens,29899,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,ON343908.1,B.1.427,2020-12-10,complete,Homo sapiens,29859,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,PP120802.1,B.1.427,2021-02-22,complete,Homo sapiens,29846,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OK548778.1,B.1.427,2021-01-18,complete,Homo sapiens,29598,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OK220967.1,B.1.427,2021-04-23,complete,Homo sapiens,29817,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OK653270.1,B.1.427,2020-12-14,complete,Homo sapiens,29869,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OM128999.1,B.1.427,2021-02-25,complete,Homo sapiens,29873,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OR939172.1,B.1.427,2021-01-16,complete,Homo sapiens,29865,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OK548351.1,B.1.427,2021-04-19,complete,Homo sapiens,29891,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,PP122815.1,B.1.427,2021-01-17,complete,Homo sapiens,29839,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW739132.1,B.1.427,2021-01-10,complete,Homo sapiens,29835,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,PP162678.1,B.1.427,2021-04-01,complete,Homo sapiens,29899,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ131898.1,B.1.427,2021-04-17,complete,Homo sapiens,29771,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,ON011231.1,B.1.427,2020-12-02,complete,Homo sapiens,29833,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ006411.1,B.1.427,2021-04-01,complete,Homo sapiens,29826,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ029259.1,B.1.427,2021-04-02,complete,Homo sapiens,29879,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ058491.1,B.1.427,2021-04-10,complete,Homo sapiens,29869,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW848139.1,B.1.427,2021-03-11,complete,Homo sapiens,29828,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW868876.1,B.1.427,2021-03-16,complete,Homo sapiens,29885,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,PP144860.1,B.1.427,2021-01-12,complete,Homo sapiens,29845,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ133031.1,B.1.427,2021-04-15,complete,Homo sapiens,29826,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ271106.1,B.1.427,2021-04-16,complete,Homo sapiens,29892,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,PP605893.1,B.1.427,2021-02-28,complete,Homo sapiens,29745,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,PP123732.1,B.1.427,2021-01-16,complete,Homo sapiens,29870,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OM128507.1,B.1.427,2021-02-25,complete,Homo sapiens,29863,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OL848870.1,B.1.427,2021-03-22,complete,Homo sapiens,29887,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OK218869.1,B.1.427,2021-03-31,complete,Homo sapiens,29866,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ074373.1,B.1.427,2021-04-02,complete,Homo sapiens,29901,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW821785.1,B.1.427,2021-03-02,complete,Homo sapiens,29782,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OL540803.1,B.1.427,2021-01-06,complete,Homo sapiens,29832,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OK547442.1,B.1.427,2021-05-01,complete,Homo sapiens,29598,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ166937.1,B.1.427,2021-04-06,complete,Homo sapiens,29823,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW739859.1,B.1.427,2021-02-03,complete,Homo sapiens,29843,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ202840.1,B.1.427,2021-02-10,complete,Homo sapiens,29814,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ058166.1,B.1.427,2021-04-09,complete,Homo sapiens,29878,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ075200.1,B.1.427,2021-04-05,complete,Homo sapiens,29901,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ462459.1,B.1.427,2021-04-13,complete,Homo sapiens,29829,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,PP121346.1,B.1.427,2021-01-13,complete,Homo sapiens,29870,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW868619.1,B.1.427,2021-03-14,complete,Homo sapiens,29831,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,PP121563.1,B.1.427,2021-03-02,complete,Homo sapiens,29846,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW990893.1,B.1.427,2021-03-30,complete,Homo sapiens,29876,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OL369187.1,B.1.427,2021-04-28,complete,Homo sapiens,29901,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OL540537.1,B.1.427,2020-12-30,complete,Homo sapiens,29833,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OK546297.1,B.1.427,2021-04-21,complete,Homo sapiens,29903,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW851067.1,B.1.427,2021-03-03,complete,Homo sapiens,29877,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW776998.1,B.1.427,2021-02-16,complete,Homo sapiens,29873,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW739423.1,B.1.427,2021-02-02,complete,Homo sapiens,29852,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW778731.1,B.1.427,2021-02-21,complete,Homo sapiens,29902,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ167164.1,B.1.427,2021-04-08,complete,Homo sapiens,29838,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW739514.1,B.1.427,2021-01-21,complete,Homo sapiens,29842,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,ON343513.1,B.1.427,2020-12-15,complete,Homo sapiens,29827,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW904186.1,B.1.427,2021-03-18,complete,Homo sapiens,29832,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW968612.1,B.1.427,2021-03-24,complete,Homo sapiens,29861,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW903098.1,B.1.427,2021-03-18,complete,Homo sapiens,29716,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW945230.1,B.1.427,2021-03-22,complete,Homo sapiens,29829,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ075899.1,B.1.427,2021-04-02,complete,Homo sapiens,29898,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,PP046773.1,B.1.427,2021-01-28,complete,Homo sapiens,29887,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,PP121724.1,B.1.427,2021-03-11,complete,Homo sapiens,29845,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW702762.1,B.1.427,2021-01-14,complete,Homo sapiens,29816,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW903268.1,B.1.427,2021-03-19,complete,Homo sapiens,29714,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ718062.1,B.1.427,2021-03-20,complete,Homo sapiens,29863,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ166685.1,B.1.427,2021-04-05,complete,Homo sapiens,29822,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW777482.1,B.1.427,2021-02-18,complete,Homo sapiens,29903,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW974445.1,B.1.427,2021-01-17,complete,Homo sapiens,29826,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW731356.1,B.1.427,2021-02-09,complete,Homo sapiens,29867,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OM128581.1,B.1.427,2021-02-08,complete,Homo sapiens,29891,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW550387.1,B.1.427,2020-12-14,complete,Homo sapiens,29869,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,PP121698.1,B.1.427,2021-03-10,complete,Homo sapiens,29854,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OK547374.1,B.1.427,2021-02-02,complete,Homo sapiens,29598,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW731234.1,B.1.427,2021-02-02,complete,Homo sapiens,29867,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ082932.1,B.1.427,2021-04-07,complete,Homo sapiens,29867,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,PP120648.1,B.1.427,2021-02-19,complete,Homo sapiens,29846,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW968136.1,B.1.427,2021-03-19,complete,Homo sapiens,29887,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ258168.1,B.1.427,2021-03-22,complete,Homo sapiens,29859,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OK547619.1,B.1.427,2020-12-17,complete,Homo sapiens,29598,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW847651.1,B.1.427,2021-03-11,complete,Homo sapiens,29782,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ449080.1,B.1.427,2021-04-08,complete,Homo sapiens,29730,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW731747.1,B.1.427,2021-01-31,complete,Homo sapiens,29815,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW880349.1,B.1.427,2021-03-21,complete,Homo sapiens,29878,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW731283.1,B.1.427,2021-01-29,complete,Homo sapiens,29867,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ189564.1,B.1.427,2021-04-06,complete,Homo sapiens,29828,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ023472.1,B.1.427,2021-03-27,complete,Homo sapiens,29901,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW577112.1,B.1.427,2021-01-21,complete,Homo sapiens,29866,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ685142.1,B.1.427,2021-04-28,complete,Homo sapiens,29811,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ449204.1,B.1.427,2020-12-14,complete,Homo sapiens,29895,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW731273.1,B.1.427,2021-02-04,complete,Homo sapiens,29867,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,PP123652.1,B.1.427,2021-01-29,complete,Homo sapiens,29847,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW672788.1,B.1.427,2021-02-05,complete,Homo sapiens,29868,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OM432609.1,B.1.427,2021-09-14,complete,Homo sapiens,29782,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ045196.1,B.1.427,2021-04-07,complete,Homo sapiens,29782,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW923571.1,B.1.427,2021-02-05,complete,Homo sapiens,29850,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW972818.1,B.1.427,2020-12-21,complete,Homo sapiens,29826,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OK194361.1,B.1.427,2021-03-23,complete,Homo sapiens,29826,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ245184.1,B.1.427,2021-05-10,complete,Homo sapiens,29900,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OP143328.1,B.1.427,2021-01-08,complete,Homo sapiens,29782,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OR317411.1,B.1.427,2021-02-19,complete,Homo sapiens,29837,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,PP046673.1,B.1.427,2021-01-17,complete,Homo sapiens,29887,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OL844132.1,B.1.427,2020-12-02,complete,Homo sapiens,29825,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ636064.1,B.1.427,2021-01-07,complete,Homo sapiens,29903,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW973120.1,B.1.427,2020-12-21,complete,Homo sapiens,29826,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW837324.1,B.1.427,2021-01-20,complete,Homo sapiens,29901,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ082927.1,B.1.427,2021-04-01,complete,Homo sapiens,29846,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ378478.1,B.1.427,2021-04-06,complete,Homo sapiens,29826,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ444363.1,B.1.427,2021-01-21,complete,Homo sapiens,29882,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ163528.1,B.1.427,2021-04-22,complete,Homo sapiens,29830,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,ON186210.1,B.1.427,2021-04-15,complete,Homo sapiens,29797,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OK547813.1,B.1.427,2021-01-11,complete,Homo sapiens,29598,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ471816.1,B.1.427,2021-04-29,complete,Homo sapiens,29836,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,PP123159.1,B.1.427,2021-01-19,complete,Homo sapiens,29844,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OK191965.1,B.1.427,2021-03-23,complete,Homo sapiens,29831,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OR309695.1,B.1.427,2021-03-23,complete,Homo sapiens,29827,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW826007.1,B.1.427,2021-03-10,complete,Homo sapiens,29902,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW731284.1,B.1.427,2021-02-02,complete,Homo sapiens,29867,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW923072.1,B.1.427,2021-02-04,complete,Homo sapiens,29852,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,PP141360.1,B.1.427,2021-03-24,complete,Homo sapiens,29845,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ207187.1,B.1.427,2021-03-17,complete,Homo sapiens,29818,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,ON195121.1,B.1.427,2021-05-04,complete,Homo sapiens,29697,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OK173295.1,B.1.427,2020-12-10,complete,Homo sapiens,29760,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,ON339792.1,B.1.427,2020-12-11,complete,Homo sapiens,29851,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ271524.1,B.1.427,2021-04-16,complete,Homo sapiens,29887,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ780392.1,B.1.427,2021-04-28,complete,Homo sapiens,29871,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,PP122308.1,B.1.427,2021-02-10,complete,Homo sapiens,29846,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ207263.1,B.1.427,2021-02-09,complete,Homo sapiens,29901,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW891432.1,B.1.427,2021-03-22,complete,Homo sapiens,29823,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ143725.1,B.1.427,2021-03-27,complete,Homo sapiens,29867,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,PP144140.1,B.1.427,2021-01-06,complete,Homo sapiens,29846,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW868727.1,B.1.427,2021-03-11,complete,Homo sapiens,29884,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,ON216777.1,B.1.427,2020-12-11,complete,Homo sapiens,29759,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW808893.1,B.1.427,2021-03-03,complete,Homo sapiens,29873,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW931270.1,B.1.427,2021-03-30,complete,Homo sapiens,29818,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,PP122637.1,B.1.427,2021-02-22,complete,Homo sapiens,29846,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OK547600.1,B.1.427,2020-12-23,complete,Homo sapiens,29598,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ378542.1,B.1.427,2021-03-21,complete,Homo sapiens,29866,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ049802.1,B.1.427,2021-04-09,complete,Homo sapiens,29782,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OK548169.1,B.1.427,2021-01-02,complete,Homo sapiens,29598,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,ON776075.1,B.1.427,2021-03-22,complete,Homo sapiens,29886,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OL540699.1,B.1.427,2021-01-09,complete,Homo sapiens,29826,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ252579.1,B.1.427,2021-05-08,complete,Homo sapiens,29747,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,ON344559.1,B.1.427,2020-12-11,complete,Homo sapiens,29851,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,ON776239.1,B.1.427,2020-12-31,complete,Homo sapiens,29714,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,ON618992.1,B.1.427,2021-01-30,complete,Homo sapiens,29714,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ100668.1,B.1.427,2021-04-13,complete,Homo sapiens,29829,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OK547270.1,B.1.427,2020-12-07,complete,Homo sapiens,29598,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW837292.1,B.1.427,2021-03-05,complete,Homo sapiens,29904,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,PP120194.1,B.1.427,2021-03-07,complete,Homo sapiens,29846,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW838440.2,B.1.427,2021-01-05,complete,Homo sapiens,29899,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MZ378541.1,B.1.427,2021-03-21,complete,Homo sapiens,29864,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OR938855.1,B.1.427,2020-11-27,complete,Homo sapiens,29901,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW850236.1,B.1.427,2021-03-05,complete,Homo sapiens,29874,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,PP144313.1,B.1.427,2021-02-08,complete,Homo sapiens,29846,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,OK547287.1,B.1.427,2021-04-26,complete,Homo sapiens,29598,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
4,MW969343.1,B.1.427,2021-03-25,complete,Homo sapiens,29888,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
